500;1010;10000;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;1011;10120;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;1021;30100;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;1022;30000;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;1063;40000;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;1064;40100;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;1073;40010;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;1074;40110;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;1083;49000;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;1084;49100;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;1093;40040;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;1094;40140;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;1100;14000;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;1110;14300;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;1140;12000;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;1150;12400;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;1160;15000;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;1163;43200;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;1164;43500;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;1183;43300;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;1184;43400;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;1193;43800;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;1194;43900;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;1200;20020;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;1210;20080;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;1220;20000;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;1231;32100;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;1232;32000;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;1243;42000;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;1244;42100;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;1263;49410;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;1264;49510;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;1303;81200;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;1304;81300;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;1323;81400;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;1324;81500;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;1340;82100;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;1350;90320;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;1360;90330;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;1503;41000;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;1504;41100;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;1523;43000;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;1524;43100;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;1533;41010;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;1534;41110;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;1603;49200;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;1604;49300;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;1623;49210;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;1624;49310;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;1633;49220;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;1634;49320;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;2010;10000;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;2011;10120;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;2021;30100;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;2022;30000;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;2063;40000;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;2064;40100;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;2073;40010;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;2074;40110;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;2083;49000;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;2084;49100;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;2093;40040;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;2094;40140;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;2100;14000;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;2110;14300;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;2140;12000;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;2145;12400;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;2150;12110;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;2160;15000;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;2163;43200;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;2164;43500;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;2183;43300;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;2184;43400;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;2193;43800;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;2194;43900;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;2200;20020;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;2210;20080;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;2220;20000;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;2231;32100;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;2232;32000;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;2243;42000;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;2244;42100;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;2263;49410;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;2264;49510;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;2303;81200;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;2304;81300;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;2323;81400;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;2324;81500;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;2340;82100;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;2350;90320;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;2360;90330;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;2503;41000;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;2504;41100;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;2523;43000;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;2524;43100;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;2533;41010;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;2534;41110;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;2603;49200;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;2604;49300;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;2623;49210;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;2624;49310;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;2633;49220;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
500;2634;49320;01/08/2014 00:00:00.000;D004;01/08/2014 00:00:00.000;D004
