UAT;ubas;20200305;GO;ESIJ7000;0:0:10
UAT;ubas;20200307;GO;SINJ2120;0:0:6
UAT;ubas;20200305;GO;ESIJ1000;0:0:2
UAT;ubas;20200307;GO;SINJ2110;0:0:2
UAT;ubas;20200305;GO;ESIJ0090;0:0:16
UAT;ubas;20200305;GO;ESEJ1000;0:1:8
UAT;ubas;20200307;GO;ESEJ0000;0:0:1
UAT;ubas;20200305;GO;ESIJ0010;0:0:10
UAT;ubas;20200307;GO;NMLINK00;0:0:0
UAT;ubas;20200307;GO;CPTJ1460;0:0:8
UAT;ubas;20200307;GO;CPTJ2010;0:0:6
UAT;ubas;20200307;GO;CPTJ1510;0:0:0
UAT;ubas;20200305;GO;ESPD0060;0:4:16
UAT;ubas;20200307;NO GO;ESPD1520;0:0:1
UAT;ubas;20200307;NO GO;STPD1200;0:0:1
UAT;ubas;20200307;NO GO;STPD1500;0:0:0
UAT;ubas;20200307;NO GO;STPD1280;0:0:1
UAT;ubas;20200305;GO;ESPD1800;0:0:17
UAT;ubas;20200307;GO;RGLH0110;0:1:5
UAT;ubas;20200305;GO;ESPD4000;0:0:27
UAT;ubas;20200305;GO;ESFD0060;0:2:2
UAT;ubas;20200305;GO;ESEH1100;0:2:13
UAT;ubas;20200305;GO;ESID0070;0:2:13
UAT;ubas;20200307;GO;TRTD0070;0:0:2
UAT;ubas;20200305;GO;ESID0110;0:2:58
UAT;ubas;20200305;GO;ESEH1110;0:3:18
UAT;ubas;20200305;GO;ESID2210;0:3:1
UAT;ubas;20200305;GO;ESID0060;0:9:6
UAT;ubas;20200305;GO;ESID0080;0:0:1
UAT;ubas;20200305;GO;ESFD2220;0:4:57
UAT;ubas;20200305;GO;ESFD1130;0:10:32
UAT;ubas;20200305;GO;ESPD2550;0:0:26
UAT;ubas;20200305;GO;ESID1500;0:0:2
UAT;ubas;20200305;GO;ESID1000;0:0:9
UAT;ubas;20200305;GO;ESID1900;0:0:11
UAT;ubas;20200305;GO;ESPD2570;0:0:17
UAT;ubas;20200305;GO;ESID1010;0:0:41
UAT;ubas;20200305;GO;ESID0130;0:0:9
UAT;ubas;20200305;GO;ESEH1200;0:1:29
UAT;ubas;20200305;GO;ESID0560;0:0:43
UAT;ubas;20200305;GO;ESID2050;0:0:2
UAT;ubas;20200305;GO;ESID2070;0:0:59
UAT;ubas;20200305;GO;ESID2030;0:0:38
UAT;ubas;20200305;GO;ESID3800;0:0:41
UAT;ubas;20200305;GO;ESID2040;0:0:52
UAT;ubas;20200305;GO;ESPD3610;0:3:35
UAT;ubas;20200305;GO;ESID2030;0:4:17
UAT;ubas;20200307;GO;TRTD0070;0:0:2
UAT;ubas;20200305;GO;ESPD3620;0:4:43
UAT;ubas;20200305;GO;ESID2000;0:7:20
UAT;ubas;20200305;GO;ESID2500;0:0:49
UAT;ubas;20200305;GO;ESID2100;0:0:6
UAT;ubas;20200305;GO;ESID1800;0:0:10
UAT;ubas;20200305;GO;ESID1550;0:0:11
UAT;ubas;20200305;GO;ESID2040;0:4:17
UAT;ubas;20200305;GO;ESID2080;0:0:11
UAT;ubas;20200305;GO;ESID2020;0:0:3
UAT;ubas;20200305;GO;ESID2550;0:0:28
UAT;ubas;20200307;GO;NMLINK00;0:0:0
UAT;ubas;20200305;GO;ESID2050;0:0:1
UAT;ubas;20200305;GO;ESID2100;0:0:3
UAT;ubas;20200305;GO;ESID1530;0:0:10
UAT;ubas;20200305;GO;ESID2060;0:0:17
UAT;ubas;20200305;GO;ESID2090;0:0:14
UAT;ubas;20200305;GO;ESID1520;0:0:32
UAT;ubas;20200307;GO;NMLINK00;0:0:1
UAT;ubas;20200305;GO;ESID2560;0:0:53
