component;Delivery revision;SPIRA;Label;Deploy;delivery date;Spot number;OTS Revision;SPOC revision;Error Type;user;dev revision;dev date;deploy date;csv revision
oest/cmd/ESIJ0800.cmd;457577;87212;SPIRA: 87212 sbehague - spira 87212;CT;17/08/2020 09:50;;Repo_202008171107Repo_202008171607Repo_202008180949Repo_202008191407Repo_202008191535Repo_202008201435Repo_202008201749Repo_202008201807Repo_202008201835Repo_202008210921Repo_202008210949Repo_202008211035Repo_202008211207Repo_202008211249Repo_202008211407Repo_202008211421;;;U001243;457359;14/08/2020 16:08;;458718;
oest/sql/ddl/PRD/BTRAV_EST_ESFD0070_TACCSUP.tab;452213;87674;SPIRA: 87674 sbehague - spira 87674;CT;03/07/2020 10:28;;Repo_202008141649Repo_202008141807Repo_202008171007Repo_202008171107Repo_202008171607Repo_202008180949Repo_202008191407Repo_202008191535Repo_202008201435Repo_202008201749Repo_202008201807Repo_202008201835Repo_202008210921Repo_202008210949Repo_202008211035Repo_202008211207Repo_202008211249Repo_202008211407Repo_202008211421;;;U001243;451486;30/06/2020 10:54;;458718;
oest/cmd/ESID0811.cmd;454597;83914;SPIRA: 83914 SPIRA 83914 Quaterly calculation;WAITINGMARIEM;23/07/2020 10:53;;;;;U010890;454596;23/07/2020 10:52;;458718;
oest/cmd/ESTS0032.cmd;453438;86550;SPIRA: 86550 CAS - Spira #86550 - Fix the syncsort issue;CT;10/07/2020 16:39;;Repo_202008141649Repo_202008141807Repo_202008171007Repo_202008171107Repo_202008171607Repo_202008180949Repo_202008191407Repo_202008191535Repo_202008201435Repo_202008201749Repo_202008201807Repo_202008201835Repo_202008210921Repo_202008210949Repo_202008211035Repo_202008211207Repo_202008211249Repo_202008211407Repo_202008211421;;;U009794;453434;10/07/2020 16:15;;458718;
otrt/sql/dml/PRD/SPIRA_88255_MESSAGES.sql;455835;CG-UAT#1-83596;SPIRA: 83596 Aravinda-SPIRA #83596- Develop Interface between a new application called 'Referee' and Omega [GUI part 3];CT;05/08/2020 13:13;;Repo_202008051535Repo_202008060949Repo_202008070949Repo_202008071121Repo_202008100935Repo_202008110949Repo_202008121849Repo_202008140949Repo_202008141649Repo_202008141807Repo_202008171007Repo_202008171107Repo_202008171607Repo_202008180949Repo_202008191407Repo_202008191535Repo_202008201435Repo_202008201749Repo_202008201807Repo_202008201835Repo_202008210921Repo_202008210949Repo_202008211035Repo_202008211207Repo_202008211249Repo_202008211407Repo_202008211421;;;U005635;455834;30/07/2020 08:27;;458718;
oest/cmd/ESFD3831.cmd;451647;87717;SPIRA: 87717 Remove force Norm;CT;01/07/2020 09:38;;Repo_202008141649Repo_202008141807Repo_202008171007Repo_202008171107Repo_202008171607Repo_202008180949Repo_202008191407Repo_202008191535Repo_202008201435Repo_202008201749Repo_202008201807Repo_202008201835Repo_202008210921Repo_202008210949Repo_202008211035Repo_202008211207Repo_202008211249Repo_202008211407Repo_202008211421;;;U008652;451646;30/06/2020 17:54;;458718;
orfr/sql/dml/PRD/SPIRA_83935_NOTIFPSTYPE_450.sql;457564;CG-UAT#1-83935;SPIRA: 83935 [Shagufta] Spira #83935 Notification 451 open Target Implementation;CT;17/08/2020 10:52;;Repo_202008180949Repo_202008191407Repo_202008191535Repo_202008201435Repo_202008201749Repo_202008201807Repo_202008201835Repo_202008210921Repo_202008210949Repo_202008211035Repo_202008211207Repo_202008211249Repo_202008211407Repo_202008211421;;;U006862;457563;17/08/2020 08:38;;458718;
oest/cmd/ESFT0010.cmd;454986;CG-UAT#1-84457;SPIRA: 84457 Arnaud-SPIRA #84457-Adding the batch ESFT0010, for Transition: Generation of the omega 2 extract for BTRT/BFAC/BRET;CT;27/07/2020 15:28;;Repo_202008141649Repo_202008141807Repo_202008171007Repo_202008171107Repo_202008171607Repo_202008180949Repo_202008191407Repo_202008191535Repo_202008201435Repo_202008201749Repo_202008201807Repo_202008201835Repo_202008210921Repo_202008210949Repo_202008211035Repo_202008211207Repo_202008211249Repo_202008211407Repo_202008211421;;;U009520;451565;30/06/2020 14:58;;458718;
oret/sql/proc/PRD/BRET_PiPLACEMT_07.prc;454857;86308;SPIRA: 86308 Jerry - 86308;CT;19/08/2020 15:23;;Repo_202008191535Repo_202008201435Repo_202008201749Repo_202008201807Repo_202008201835Repo_202008210921Repo_202008210949Repo_202008211035Repo_202008211207Repo_202008211249Repo_202008211407Repo_202008211421;;;U006679;448276;05/06/2020 11:03;;458718;
oest/sc/ESFC3741.c;457377;87876;SPIRA: 87876 spira 87876 : remove modeIni;CT;14/08/2020 16:22;;Repo_202008141649;;;U008652;457343;14/08/2020 14:19;;457406;
oest/env/ESFD3820.env;454278;CG-UAT#1-82584;SPIRA: 82584 C.SOCIE SPIRA 82584 IO management in cashflow and discount calculation optimization;CT;22/07/2020 09:57;;Repo_202008141649Repo_202008141807Repo_202008171007Repo_202008171107Repo_202008171607Repo_202008180949Repo_202008191407Repo_202008191535Repo_202008201435Repo_202008201749Repo_202008201807Repo_202008201835Repo_202008210921Repo_202008210949Repo_202008211035Repo_202008211207Repo_202008211249Repo_202008211407Repo_202008211421;;;U007782;454198;21/07/2020 14:58;;458718;
oest/sql/ddl/PRD/BTRAV_EST_ESPD8000_TCTREST.tab;454562;86536;SPIRA: 86536 :spira:86536 Revue de la gestion de FCTREST;CT;23/07/2020 10:10;;Repo_202008141649Repo_202008141807Repo_202008171007Repo_202008171107Repo_202008171607Repo_202008180949Repo_202008191407Repo_202008191535Repo_202008201435Repo_202008201749Repo_202008201807Repo_202008201835Repo_202008210921Repo_202008210949Repo_202008211035Repo_202008211207Repo_202008211249Repo_202008211407Repo_202008211421;;;frdev14;454551;23/07/2020 09:58;;458718;
oest/sql/proc/INF/BSEG_PsSEGCM.prc;451425;CG-UAT#1-71007;SPIRA: 71007 71007;CT;30/06/2020 13:16;;Repo_202008141649Repo_202008141807Repo_202008171007Repo_202008171107Repo_202008171607Repo_202008180949Repo_202008191407Repo_202008191535Repo_202008201435Repo_202008201749Repo_202008201807Repo_202008201835Repo_202008210921Repo_202008210949Repo_202008211035Repo_202008211207Repo_202008211249Repo_202008211407Repo_202008211421;;;KBagwe;451422;30/06/2020 07:17;;458718;
oest/cmd/ESID2002.cmd;454162;CG-UAT#1-81022;SPIRA: 81022 81022 - NDIC;CT;22/07/2020 12:52;;Repo_202008141649Repo_202008141807Repo_202008171007Repo_202008171107Repo_202008171607Repo_202008180949Repo_202008191407Repo_202008191535Repo_202008201435Repo_202008201749Repo_202008201807Repo_202008201835Repo_202008210921Repo_202008210949Repo_202008211035Repo_202008211207Repo_202008211249Repo_202008211407Repo_202008211421;;;KBagwe;454152;21/07/2020 11:24;;458718;
oest/sc/ESFC3650.c;456999;83206;SPIRA: 83206 SPIRA 83206 IFRS17 req 11.7.2 : log retroP;CT;11/08/2020 17:46;;Repo_202008141649Repo_202008141807Repo_202008171007Repo_202008171107Repo_202008171607Repo_202008180949Repo_202008191407Repo_202008191535Repo_202008201435Repo_202008201749Repo_202008201807Repo_202008201835Repo_202008210921Repo_202008210949Repo_202008211035Repo_202008211207Repo_202008211249Repo_202008211407Repo_202008211421;;;U007314;456996;11/08/2020 17:36;;458718;
oest/sql/proc/PRD/BRET_PsCSMENPERIRET_01.prc;452974;85996;SPIRA: 85996 Briand-SPIRA #85996 - Rename BRET_PsCSMENPERIRET_01.prc & BTRT_PsCSMENPERITRT_01.prc;CT;08/07/2020 14:33;;Repo_202008141649Repo_202008141807Repo_202008171007Repo_202008171107Repo_202008171607Repo_202008180949Repo_202008191407Repo_202008191535Repo_202008201435Repo_202008201749Repo_202008201807Repo_202008201835Repo_202008210921Repo_202008210949Repo_202008211035Repo_202008211207Repo_202008211249Repo_202008211407Repo_202008211421;;;U011095;452971;08/07/2020 14:22;;458718;
oest/cmd/ESFD3741.cmd;457363;87876;SPIRA: 87876 spira 87876 : remove retro expenses at inception;CT;14/08/2020 16:19;;Repo_202008141649Repo_202008141807Repo_202008171007Repo_202008171107Repo_202008171607Repo_202008180949Repo_202008191407Repo_202008191535;;;U008652;457253;13/08/2020 18:45;;458077;
oest/env/ESFD3860.env;452982;85996;SPIRA: 85996 CAS - Spira #85996 - New Chain Profitability Interface CMD + SQL for generate File;CT;08/07/2020 14:37;;Repo_202008141649Repo_202008141807Repo_202008171007Repo_202008171107Repo_202008171607Repo_202008180949Repo_202008191407Repo_202008191535Repo_202008201435Repo_202008201749Repo_202008201807Repo_202008201835Repo_202008210921Repo_202008210949Repo_202008211035Repo_202008211207Repo_202008211249Repo_202008211407Repo_202008211421;;;U009794;448736;09/06/2020 12:14;;458718;
oest/cmd/ESFD3841.cmd;452399;87674;SPIRA: 87674 spira 87674 add variable init;CT;06/07/2020 10:42;;Repo_202008141649Repo_202008141807Repo_202008171007Repo_202008171107Repo_202008171607Repo_202008180949Repo_202008191407Repo_202008191535Repo_202008201435Repo_202008201749Repo_202008201807Repo_202008201835Repo_202008210921Repo_202008210949Repo_202008211035Repo_202008211207Repo_202008211249Repo_202008211407Repo_202008211421;;;U008652;452398;06/07/2020 10:42;;458718;
oest/sql/proc/PRD/BEST_PsFDATDERCPA_01.prc;451279;42212;SPIRA: 42212 spira 42212 DATE DERCPA;CT;29/06/2020 12:26;;Repo_202008141649Repo_202008141807Repo_202008171007Repo_202008171107Repo_202008171607Repo_202008180949Repo_202008191407Repo_202008191535Repo_202008201435;;;U006596;450844;25/06/2020 15:49;;458347;
oest/cmd/ESFD3621.cmd;450870;CG-UAT#1-87707;SPIRA: 87707 SPIRA 87707 remove RTO;CT;06/07/2020 12:01;;Repo_202008141649Repo_202008141807Repo_202008171007Repo_202008171107Repo_202008171607Repo_202008180949Repo_202008191407Repo_202008191535Repo_202008201435Repo_202008201749Repo_202008201807Repo_202008201835Repo_202008210921Repo_202008210949Repo_202008211035Repo_202008211207Repo_202008211249Repo_202008211407Repo_202008211421;;;U007782;450869;25/06/2020 16:29;;458718;
otrt/sql/ddl/PRD/SPIRA_88289_BTRT_ALT_TSECIFRS.tab;456700;CG-UAT#1-88289;SPIRA: 88289 [Chandan Patel] IFRS17 Spira #88289# Changes;CT;10/08/2020 05:50;;Repo_202008100935Repo_202008110949Repo_202008121849Repo_202008140949Repo_202008141649Repo_202008141807Repo_202008171007Repo_202008171107Repo_202008171607Repo_202008180949Repo_202008191407Repo_202008191535Repo_202008201435Repo_202008201749Repo_202008201807Repo_202008201835Repo_202008210921Repo_202008210949Repo_202008211035Repo_202008211207Repo_202008211249Repo_202008211407Repo_202008211421;;;U007650;456699;10/08/2020 05:44;;458718;
otrt/sql/dml/PRD/TRT_87030_PRIC_1_5.sql;451288;CG-UAT#1-87030;SPIRA: 87030 84508, 87030;CT;29/06/2020 15:02;;Repo_202008141649Repo_202008141807Repo_202008171007Repo_202008171107Repo_202008171607Repo_202008180949Repo_202008191407Repo_202008191535Repo_202008201435Repo_202008201749Repo_202008201807Repo_202008201835Repo_202008210921Repo_202008210949Repo_202008211035Repo_202008211207Repo_202008211249Repo_202008211407Repo_202008211421;;;KBagwe;451291;29/06/2020 12:48;;458718;
orfr/sql/dml/PRD/SPIRA_88380_BREF_TMESSAGE.sql;456466;CG-UAT#1-88380;SPIRA: 88380 [Chandan Patel] IFRS17 Spira #88019# Changes;CT;06/08/2020 10:40;;Repo_202008070949Repo_202008071121Repo_202008100935Repo_202008110949Repo_202008121849Repo_202008140949Repo_202008141649Repo_202008141807Repo_202008171007Repo_202008171107Repo_202008171607Repo_202008180949Repo_202008191407Repo_202008191535Repo_202008201435Repo_202008201749Repo_202008201807Repo_202008201835Repo_202008210921Repo_202008210949Repo_202008211035Repo_202008211207Repo_202008211249Repo_202008211407Repo_202008211421;;;U007650;456450;06/08/2020 10:15;;458718;
orgl/sql/proc/PRD/BCTA_PsRGLRELEVESOLDE_01_O2.prc;456817;CG-UAT#1-84809;SPIRA: 84809 Aravinda-SPIRA #84809- Improve statement [part 2];CT;10/08/2020 18:32;;Repo_202008110949Repo_202008121849Repo_202008140949Repo_202008141649Repo_202008141807Repo_202008171007Repo_202008171107Repo_202008171607Repo_202008180949Repo_202008191407Repo_202008191535Repo_202008201435Repo_202008201749Repo_202008201807Repo_202008201835Repo_202008210921Repo_202008210949Repo_202008211035Repo_202008211207Repo_202008211249Repo_202008211407Repo_202008211421;;;U005635;456816;10/08/2020 18:23;;458718;
oest/sql/ddl/PRD/BTRAV_EST_ESID8000_TCTREST.tab;454561;86536;SPIRA: 86536 :spira:86536 Revue de la gestion de FCTREST;CT;23/07/2020 10:10;;Repo_202008141649Repo_202008141807Repo_202008171007Repo_202008171107Repo_202008171607Repo_202008180949Repo_202008191407Repo_202008191535Repo_202008201435Repo_202008201749Repo_202008201807Repo_202008201835Repo_202008210921Repo_202008210949Repo_202008211035Repo_202008211207Repo_202008211249Repo_202008211407Repo_202008211421;;;frdev14;454551;23/07/2020 09:58;;458718;
oest/sql/proc/PRD/BRET_PuRETIFRS_01.prc;452783;84242;SPIRA: 84242 CAS - Spira #84242 - Update ESFD8001, ESFD8001 and ESFD80004 for not update CLO_Date during transition;CT;07/07/2020 15:13;;Repo_202008141649Repo_202008141807Repo_202008171007Repo_202008171107Repo_202008171607Repo_202008180949Repo_202008191407Repo_202008191535Repo_202008201435Repo_202008201749Repo_202008201807Repo_202008201835Repo_202008210921Repo_202008210949Repo_202008211035Repo_202008211207Repo_202008211249Repo_202008211407Repo_202008211421;;;U009794;450441;22/06/2020 16:01;;458718;
otrt/sql/dml/PRD/SPIRA_83596_UPDATE_REFSRC_CT.sql;454648;CG-UAT#1-83596;SPIRA: 83596 Aravinda-SPIRA #83596- Develop Interface between a new application called 'Referee' and Omega [GUI part 1];CT;05/08/2020 13:13;;Repo_202008051535Repo_202008060949Repo_202008070949Repo_202008071121Repo_202008100935Repo_202008110949Repo_202008121849Repo_202008140949Repo_202008141649Repo_202008141807Repo_202008171007Repo_202008171107Repo_202008171607Repo_202008180949Repo_202008191407Repo_202008191535Repo_202008201435Repo_202008201749Repo_202008201807Repo_202008201835Repo_202008210921Repo_202008210949Repo_202008211035Repo_202008211207Repo_202008211249Repo_202008211407Repo_202008211421;;;U005635;453812;17/07/2020 00:27;;458718;
oest/cmd/ESPD3623.cmd;442495;86220;SPIRA: 86220 branch created;CT;08/06/2020 14:32;;Repo_202008141649Repo_202008141807Repo_202008171007Repo_202008171107Repo_202008171607Repo_202008180949Repo_202008191407Repo_202008191535Repo_202008201435Repo_202008201749Repo_202008201807Repo_202008201835Repo_202008210921Repo_202008210949Repo_202008211035Repo_202008211207Repo_202008211249Repo_202008211407Repo_202008211421;;;U004311;446156;14/05/2020 12:16;;458718;
otrt/sql/proc/PRD/BTRT_PtXactExportToOmega_01.prc;456701;CG-UAT#1-88289;SPIRA: 88289 [Chandan Patel] IFRS17 Spira #88289# Changes;CT;10/08/2020 05:50;;Repo_202008100935Repo_202008110949Repo_202008121849Repo_202008140949Repo_202008141649Repo_202008141807Repo_202008171007Repo_202008171107Repo_202008171607Repo_202008180949Repo_202008191407Repo_202008191535Repo_202008201435Repo_202008201749Repo_202008201807Repo_202008201835Repo_202008210921Repo_202008210949Repo_202008211035Repo_202008211207Repo_202008211249Repo_202008211407Repo_202008211421;;;U007650;456699;10/08/2020 05:44;;458718;
oest/cmd/ESFD3781.cmd;458422;CG-UAT#1-88158;SPIRA: 88158 AGD - Spira #88158 - fix syncsort;Y;21/08/2020 08:54;;Repo_202008210949Repo_202008211035Repo_202008211207Repo_202008211249Repo_202008211407Repo_202008211421;;;U008944;458418;21/08/2020 08:49;;458718;
oest/sql/proc/PRD/BEST_PiACCSUP_02.prc;457573;87212;SPIRA: 87212 sbehague - spira 87212;CT;17/08/2020 09:49;;Repo_202008171107;;;U001243;457355;14/08/2020 15:15;;457634;
oest/sc/ESFC3741.c;458540;87876;SPIRA: 87876 spira 87876 : new rule CSM/LC spira 86224 + Retro One Day Gain;CT;21/08/2020 13:15;;Repo_202008211407Repo_202008211421;;;U008652;458539;21/08/2020 13:13;;458718;
oest/sql/ddl/PRD/MAPPING_OPTIM_ESFD2040_DEV.sql;451714;OPTIM_ESID2040;SPIRA: OPTIM_ESID2040 OPTIM_ESID2040;CT;30/06/2020 22:14;;Repo_202008141649Repo_202008141807Repo_202008171007Repo_202008171107Repo_202008171607Repo_202008180949Repo_202008191407Repo_202008191535Repo_202008201435Repo_202008201749Repo_202008201807Repo_202008201835Repo_202008210921Repo_202008210949Repo_202008211035Repo_202008211207Repo_202008211249Repo_202008211407Repo_202008211421;;;frdev11;451707;30/06/2020 22:13;;458718;
oest/cmd/ESFD3742.cmd;457369;87876;SPIRA: 87876 spira 87876 remove modeIni;CT;14/08/2020 16:21;;Repo_202008141649Repo_202008141807Repo_202008171007Repo_202008171107Repo_202008171607Repo_202008180949Repo_202008191407Repo_202008191535Repo_202008201435Repo_202008201749Repo_202008201807Repo_202008201835Repo_202008210921Repo_202008210949Repo_202008211035Repo_202008211207Repo_202008211249Repo_202008211407Repo_202008211421;;;U008652;457368;14/08/2020 16:21;;458718;
oest/cmd/ESFD3630.cmd;452076;82720;SPIRA: 82720 SPIRA 84240;CT;21/07/2020 08:52;;Repo_202008141649Repo_202008141807Repo_202008171007Repo_202008171107Repo_202008171607Repo_202008180949Repo_202008191407Repo_202008191535Repo_202008201435Repo_202008201749Repo_202008201807Repo_202008201835Repo_202008210921Repo_202008210949Repo_202008211035Repo_202008211207Repo_202008211249Repo_202008211407Repo_202008211421;;;U007931;448080;03/06/2020 12:38;;458718;
oest/cmd/ESFD3741.cmd;457875;87876;SPIRA: 87876 spira 87876 gestion des futures;CT;18/08/2020 11:59;;Repo_202008201435Repo_202008201749Repo_202008201807Repo_202008201835Repo_202008210921Repo_202008210949Repo_202008211035Repo_202008211207Repo_202008211249;;;U008652;457837;18/08/2020 09:52;;458530;
oest/cmd/ESFD3027.cmd;454688;OPTIM_ESID2030;SPIRA: OPTIM_ESID2030 -mOptim ESID2030;CT;23/07/2020 17:14;;Repo_202008141649Repo_202008141807Repo_202008171007Repo_202008171107Repo_202008171607Repo_202008180949Repo_202008191407Repo_202008191535Repo_202008201435Repo_202008201749Repo_202008201807Repo_202008201835Repo_202008210921Repo_202008210949Repo_202008211035Repo_202008211207Repo_202008211249Repo_202008211407Repo_202008211421;;;frdev11;454678;23/07/2020 17:06;;458718;
oest/sc/ESFC3740.c;458144;87876;SPIRA: 87876 spira 87876 : fix 49350;CT;19/08/2020 18:54;;Repo_202008201435Repo_202008201749Repo_202008201807Repo_202008201835Repo_202008210921Repo_202008210949Repo_202008211035Repo_202008211207Repo_202008211249Repo_202008211407Repo_202008211421;;;U008652;458141;19/08/2020 18:49;;458718;
oest/cmd/ESFD8101.cmd;452387;87121;SPIRA: 87121 add CSM to RA + delivery CNV;CT;06/07/2020 10:32;;Repo_202008141649Repo_202008141807Repo_202008171007Repo_202008171107Repo_202008171607Repo_202008180949Repo_202008191407Repo_202008191535Repo_202008201435Repo_202008201749Repo_202008201807Repo_202008201835Repo_202008210921Repo_202008210949Repo_202008211035Repo_202008211207Repo_202008211249Repo_202008211407Repo_202008211421;;;U008652;452386;06/07/2020 10:31;;458718;
oest/cmd/ESPD2571.cmd;455031;83120;SPIRA: 83120 spira 83120 Multiple currencies management;CT;27/07/2020 20:06;;Repo_202008141649Repo_202008141807Repo_202008171007Repo_202008171107Repo_202008171607Repo_202008180949Repo_202008191407Repo_202008191535Repo_202008201435Repo_202008201749Repo_202008201807Repo_202008201835Repo_202008210921Repo_202008210949Repo_202008211035Repo_202008211207Repo_202008211249Repo_202008211407Repo_202008211421;;;U006596;455020;27/07/2020 19:23;;458718;
oest/cmd/ESFD1802.cmd;452223;87674;SPIRA: 87674 sbehague - spira 87674;CT;03/07/2020 10:36;;Repo_202008141649Repo_202008141807Repo_202008171007Repo_202008171107Repo_202008171607Repo_202008180949Repo_202008191407Repo_202008191535Repo_202008201435Repo_202008201749Repo_202008201807Repo_202008201835Repo_202008210921Repo_202008210949Repo_202008211035Repo_202008211207Repo_202008211249Repo_202008211407Repo_202008211421;;;U001243;452066;02/07/2020 10:48;;458718;
oest/cmd/ESFD3731.cmd;449114;79070;SPIRA: 79070 spira 79070 remove grouping 3320;CT;11/06/2020 10:09;;Repo_202008141649Repo_202008141807Repo_202008171007Repo_202008171107Repo_202008171607Repo_202008180949Repo_202008191407Repo_202008191535Repo_202008201435Repo_202008201749Repo_202008201807Repo_202008201835Repo_202008210921Repo_202008210949Repo_202008211035Repo_202008211207Repo_202008211249Repo_202008211407Repo_202008211421;;;U008652;448878;10/06/2020 11:24;;458718;
oret/sql/ddl/PRD/BTRAV_TREBDOC_TRAV.tab;454926;60846;SPIRA: 60846 [Lilian]: change for defect #60846#;CT;27/07/2020 11:58;;Repo_202008141649Repo_202008141807Repo_202008171007Repo_202008171107Repo_202008171607Repo_202008180949Repo_202008191407Repo_202008191535Repo_202008201435Repo_202008201749Repo_202008201807Repo_202008201835Repo_202008210921Repo_202008210949Repo_202008211035Repo_202008211207Repo_202008211249Repo_202008211407Repo_202008211421;;;U005423;454925;27/07/2020 11:57;;458718;
oest/sql/proc/PRD/BEST_PsSECTION_21.prc;455949;88980;SPIRA: 88980 BEL:88980-'null' as string is fixed;CT;31/07/2020 11:10;;Repo_202008141649Repo_202008141807Repo_202008171007Repo_202008171107Repo_202008171607Repo_202008180949Repo_202008191407Repo_202008191535Repo_202008201435Repo_202008201749Repo_202008201807Repo_202008201835Repo_202008210921Repo_202008210949Repo_202008211035Repo_202008211207Repo_202008211249Repo_202008211407Repo_202008211421;;;U008291;455948;31/07/2020 11:09;;458718;
oest/cmd/ESID3703A.cmd;449021;83206;SPIRA: 83206 scaling CNV on ITK;CT;10/06/2020 15:48;;Repo_202008141649Repo_202008141807Repo_202008171007Repo_202008171107Repo_202008171607Repo_202008180949Repo_202008191407Repo_202008191535Repo_202008201435Repo_202008201749Repo_202008201807Repo_202008201835Repo_202008210921Repo_202008210949Repo_202008211035Repo_202008211207Repo_202008211249Repo_202008211407Repo_202008211421;;;U007782;448855;10/06/2020 11:03;;458718;
oest/sc/ESTM7601.c;448514;83103;SPIRA: 83103 spira 83103 : revert to previous processing;CT;08/06/2020 14:53;;Repo_202008141649Repo_202008141807Repo_202008171007Repo_202008171107Repo_202008171607Repo_202008180949Repo_202008191407Repo_202008191535Repo_202008201435;;;U008652;448513;08/06/2020 14:50;;458360;
oest/cmd/ESIJ0802.cmd;458057;87212;SPIRA: 87212 sbehague - spira 87212;CT;19/08/2020 15:11;;Repo_202008201435Repo_202008201749Repo_202008201807Repo_202008201835Repo_202008210921Repo_202008210949Repo_202008211035Repo_202008211207Repo_202008211249Repo_202008211407Repo_202008211421;;;U001243;458056;19/08/2020 15:10;;458718;
oest/cmd/ESCJ0060.cmd;451859;83013;SPIRA: 83013 spira 83013 : undo comment on TEFJ0011.cmd;CT;01/07/2020 11:38;;Repo_202008141649Repo_202008141807Repo_202008171007Repo_202008171107Repo_202008171607Repo_202008180949Repo_202008191407Repo_202008191535Repo_202008201435Repo_202008201749Repo_202008201807Repo_202008201835Repo_202008210921Repo_202008210949Repo_202008211035Repo_202008211207Repo_202008211249Repo_202008211407Repo_202008211421;;;U008652;448443;08/06/2020 14:07;;458718;
oret/sql/dml/PRD/RET85753_UPDATE_Recognition_date.sql;453609;85753;SPIRA: 85753 Jerry - 85753;CT;15/07/2020 15:29;;Repo_202008141649Repo_202008141807Repo_202008171007Repo_202008171107Repo_202008171607Repo_202008180949Repo_202008191407Repo_202008191535Repo_202008201435Repo_202008201749Repo_202008201807Repo_202008201835Repo_202008210921Repo_202008210949Repo_202008211035Repo_202008211207Repo_202008211249Repo_202008211407Repo_202008211421;;;U006679;453608;15/07/2020 15:22;;458718;
oest/sql/proc/PRD/BEST_PtTSUIVINTACC_01.prc;451408;87246;SPIRA: 87246 [Shiva Akhileswaran]: Spira 87246;CT;29/06/2020 21:28;;Repo_202008141649Repo_202008141807Repo_202008171007Repo_202008171107Repo_202008171607Repo_202008180949Repo_202008191407Repo_202008191535Repo_202008201435Repo_202008201749Repo_202008201807Repo_202008201835Repo_202008210921Repo_202008210949Repo_202008211035Repo_202008211207Repo_202008211249Repo_202008211407Repo_202008211421;;;USUAKSH;451401;29/06/2020 20:08;;458718;
oest/cmd/ESFD3860.cmd;454059;85996;SPIRA: 85996 AGD - Spira #85996 - delivery of cmds;CT;20/07/2020 17:03;;Repo_202008141649Repo_202008141807Repo_202008171007Repo_202008171107Repo_202008171607Repo_202008180949Repo_202008191407Repo_202008191535Repo_202008201435Repo_202008201749Repo_202008201807Repo_202008201835Repo_202008210921Repo_202008210949Repo_202008211035Repo_202008211207Repo_202008211249Repo_202008211407Repo_202008211421;;;U008944;454050;20/07/2020 15:57;;458718;
oest/cmd/ESFD3029.cmd;454687;OPTIM_ESID2030;SPIRA: OPTIM_ESID2030 -mOptim ESID2030;CT;23/07/2020 17:14;;Repo_202008141649Repo_202008141807Repo_202008171007Repo_202008171107Repo_202008171607Repo_202008180949Repo_202008191407Repo_202008191535Repo_202008201435Repo_202008201749Repo_202008201807Repo_202008201835Repo_202008210921Repo_202008210949Repo_202008211035Repo_202008211207Repo_202008211249Repo_202008211407Repo_202008211421;;;frdev11;454678;23/07/2020 17:06;;458718;
oest/cmd/ESFD3761.cmd;453874;86550;SPIRA: 86550 CAS - Spira #86550 - Delete double syncsort used;CT;17/07/2020 14:10;;Repo_202008141649Repo_202008141807Repo_202008171007Repo_202008171107Repo_202008171607Repo_202008180949Repo_202008191407Repo_202008191535Repo_202008201435Repo_202008201749Repo_202008201807Repo_202008201835Repo_202008210921Repo_202008210949Repo_202008211035Repo_202008211207Repo_202008211249Repo_202008211407Repo_202008211421;;;U009794;453854;17/07/2020 12:22;;458718;
oest/cmd/ESFT0004.cmd;454262;84240;SPIRA: 84240 SPIRA 84240;CT;22/07/2020 09:04;;Repo_202008141649Repo_202008141807Repo_202008171007Repo_202008171107Repo_202008171607Repo_202008180949Repo_202008191407Repo_202008191535Repo_202008201435Repo_202008201749Repo_202008201807Repo_202008201835Repo_202008210921Repo_202008210949Repo_202008211035Repo_202008211207Repo_202008211249Repo_202008211407Repo_202008211421;;;U007931;454232;21/07/2020 18:26;;458718;
oest/cmd/ESFD2021.cmd;454690;OPTIM_ESID2030;SPIRA: OPTIM_ESID2030 -mOptim ESID2030;CT;23/07/2020 17:14;;Repo_202008141649Repo_202008141807Repo_202008171007Repo_202008171107Repo_202008171607Repo_202008180949Repo_202008191407Repo_202008191535Repo_202008201435Repo_202008201749Repo_202008201807Repo_202008201835Repo_202008210921Repo_202008210949Repo_202008211035Repo_202008211207Repo_202008211249Repo_202008211407Repo_202008211421;;;frdev11;454678;23/07/2020 17:06;;458718;
oest/sql/dml/PRD/IFRS17_Rq10_13_trsmap.sql;452270;77466;SPIRA: 77466 Michael - 77466 - Alimentation;CT;03/07/2020 13:16;;Repo_202008141649Repo_202008141807Repo_202008171007Repo_202008171107Repo_202008171607Repo_202008180949Repo_202008191407Repo_202008191535Repo_202008201435;;;U008724;452269;03/07/2020 13:15;;458347;
oest/env/ESIJ0800.env;458054;87212;SPIRA: 87212 sbehague - spira 87212;CT;19/08/2020 15:07;;Repo_202008191541Repo_202008191911Repo_202008201211Repo_202008201741Repo_202008201807Repo_202008201835Repo_202008210921Repo_202008210949Repo_202008211035Repo_202008211207Repo_202008211249Repo_202008211407Repo_202008211421;;;U001243;458053;19/08/2020 15:06;;458718;
