oest/sql/proc/PRD/BEST_PuSOLVENCY_02.prc;76725;REQ 10.09      O2IFRS17        CAPGEMINI      Charles
dtwh/cmd/DWAJ0021.cmd;76725;REQ 10.09      O2IFRS17        CAPGEMINI      Charles
oest/sql/proc/PRD/PsEST_IFRS17_13_O2.prc;77000;
est/sql/proc/PRD/PsEST_IFRS17_10_O2.prc;76818;
oest/sql/proc/PRD/PsEST_IFRS17_13_O2.prc;76818;
oest/sql/proc/PRD/PsEST_IFRS17_09_O2.prc;76819;
oest/sql/proc/PRD/PsEST_IFRS17_01_O2.prc;77000;
oest/sql/proc/PRD/PsEST_IFRS17_13_O2.prc;77000;
oest/sql/dml/PRD/spira73930_update_msg_135.sql;73930;
oest/sql/proc/PRD/BEST_PsLIFEST_16_O2.prc;73930;
oret/sql/proc/PRD/BRET_PsPLCATRN_07_O2.prc;56082;
ocpt/cmd/CPTD0912.cmd;70043  
ocpt/sql/ddl/PRD/IFRS17_BTRAV_CPTD0912_WORKFILE.tab;70043
ocpt/sql/dml/PRD/BEST_IFRS17CA_CPTD0912_DEMON.sql;70043 
ocpt/sql/proc/PRD/BCTA_PiCACOHRCHK_01.prc;70043 
ocpt/sql/proc/PRD/BCTA_PtCAACC_01.prc;70043

